id,recipe_name,Category,url,prep_time,cuisine_path,cook_time,total_time,servings,yield,ingredients,directions,rating,nutrition,timing,img_src
64,Middle Eastern Rice Pilaf with Pomegranate,vegetarian,https://www.allrecipes.com/recipe/260447/middle-eastern-rice-pilaf-with-pomegranate/,10 mins,/Side Dish/Rice Side Dish Recipes/Pilaf/,25 mins,35 mins,4,4 servings,"2 tablespoons olive oil, 1  onion, finely chopped, 1 cup long-grain rice, 2 ¼ cups hot vegetable broth, 4  saffron threads, 1 pinch ground allspice, 3 tablespoons unsalted shelled pistachios, 1 tablespoon butter, 1 large pomegranate, peeled and seeds separated,   salt and freshly ground black pepper","Heat oil in a saucepan over medium heat and cook onion until soft and translucent. Add rice and toast until fragrant, 2 to 3 minutes. Pour in hot vegetable broth and bring to a boil. Add saffron and allspice, reduce heat to medium-low, cover, and simmer until rice is tender and liquid has been absorbed, about 20 minutes.
Toast pistachios in a skillet over medium heat until nuts start to turn golden brown and become fragrant, 5 to 10 minutes. Set aside.
Stir butter into the cooked rice. Remove from heat and mix in pistachios and pomegranate seeds. Fluff with fork and season with salt and pepper.",5,"Total Fat 13g 17%, Saturated Fat 3g 16%, Cholesterol 8mg 3%, Sodium 351mg 15%, Total Carbohydrate 59g 21%, Dietary Fiber 3g 11%, Total Sugars 16g, Protein 7g, Vitamin C 9mg 44%, Calcium 49mg 4%, Iron 3mg 16%, Potassium 385mg 8%","Prep Time: 10 mins, Cook Time: 25 mins, Total Time: 35 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/J44EbA7hhMpvl8LUapjz88VROV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6061946-ffd9570f960a467390f66b122febff29.jpg
65,Chef John's Sweet Potato Biscuits,vegetarian,https://www.allrecipes.com/recipe/261792/chef-johns-sweet-potato-biscuits/,20 mins,/Bread/Quick Bread Recipes/Biscuits/,20 mins,40 mins,8,8 large or 12 regular biscuits,"1 large orange-fleshed sweet potato, peeled, 1 teaspoon salt, 1 tablespoon brown sugar, ½ cup buttermilk, 3 ¼ cups self-rising flour, 1 ½ sticks unsalted butter, frozen, 1 tablespoon melted butter","Cut sweet potato in half lengthwise. Cut each in half again lengthwise, then in half cross-wise. Cut each piece in half to make about 16 evenly sized chunks. Transfer into pot; cover with water and add salt. Bring to a simmer on high heat; reduce heat to medium-low and cook until potatoes are tender, about 17 minutes. Drain thoroughly; return to pot and mash potatoes. You will need 1 1/2 cups mashed sweet potatoes. Cool thoroughly.
Transfer cooled mashed potatoes to a mixing bowl. Add brown sugar and buttermilk. Mix together until well combined.
Place self-rising flour in a separate mixing bowl. Grate frozen butter into flour, tossing with a fork to coat with flour after each addition of about 1/3 to 1/2 stick. This will prevent butter from clumping. Mixture should look like floury pieces of butter. Add sweet potato mixture. Toss with a fork until evenly distributed, but don't overmix.
Transfer mixture onto a lightly floured work surface. Push and press mixture together into a rectangular shape, about 1 1/2 inches thick. Dough will be floury and a bit crumbly. Fold rectangle into thirds, lifting up one-third and folding onto the middle and doing the same with the other side. Dust with a bit of flour if sticking.
Preheat oven to 425 degrees F (220 degrees C). Line a rimmed baking sheet with a silicone mat.
Press dough into a rectangle again, about 1 inch thick. Repeat the tri-fold step. Press out into a rectangle, about 1 inch thick. Trim off the rough edges to square off the sides; this will maximize rising. Cut into 8 equal portions. Transfer to prepared baking pan, spacing biscuits evenly. Brush tops lightly with 1 tablespoon melted butter.
Bake in preheated oven until browned, 20 to 25 minutes. Cool slightly before serving.
Mix 4 tablespoons butter (room temperature), pomegranate syrup, and pomegranate juice together in a small bowl. Spread on warm biscuits. Sprinkle with a few pomegranate seeds for garnish.









",4.8,"Total Fat 25g 32%, Saturated Fat 16g 79%, Cholesterol 65mg 22%, Sodium 1037mg 45%, Total Carbohydrate 52g 19%, Dietary Fiber 3g 11%, Total Sugars 5g, Protein 7g, Vitamin C 2mg 8%, Calcium 215mg 17%, Iron 3mg 15%, Potassium 290mg 6%","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 8, Yield: 8 large or 12 regular biscuits",https://www.allrecipes.com/thmb/H8B70Qzd7b3sXac70NZ5TQ5EGME=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4597581-4a78d6d9de7f4822b6be19af542aa3fc.jpg
66,Spinach and Persimmon Salad with Goat Cheese and Pomegranate,vegetarian,https://www.allrecipes.com/recipe/277227/spinach-and-persimmon-salad-with-goat-cheese-and-pomegranate/,20 mins,/Salad/Green Salad Recipes/Spinach Salad Recipes/,,20 mins,2,2 servings,"1  Fuyu persimmon, peeled and cored, 2 cups roughly chopped spinach, 3 tablespoons pomegranate seeds, 2 ounces goat cheese, crumbled, 1 tablespoon sliced almonds","Slice persimmon into 1/4-inch rounds, then slice each round into quarters.
Place chopped spinach into a salad bowl. Top with persimmon quarters, pomegranate seeds, goat cheese, and sliced almonds.
Whisk together olive oil, orange juice, lemon juice, Dijon mustard, salt, and pepper in a small bowl. Drizzle vinaigrette over salad and toss lightly to coat. Serve immediately.",5,"Total Fat 24g 31%, Saturated Fat 8g 40%, Cholesterol 22mg 7%, Sodium 295mg 13%, Total Carbohydrate 12g 4%, Dietary Fiber 2g 6%, Total Sugars 4g, Protein 9g, Vitamin C 29mg 145%, Calcium 147mg 11%, Iron 2mg 12%, Potassium 443mg 9%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/ahECQDp6WjHSd4QKB-0RFUSV1_s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7247725-7c1573284faa4aa98da9e056505b92ce.jpg
67,Pavlova with Winter Fruits,vegetarian,https://www.allrecipes.com/recipe/269274/pavlova-with-winter-fruits/,30 mins,/Desserts/Specialty Dessert Recipes/Pavlova Recipes/,1 hrs,2 hrs 30 mins,3,3 pavlovas,"4  egg whites, at room temperature, ¾ cup white sugar, ¼ cup superfine sugar, 1 ½ teaspoons cornstarch, ½ teaspoon orange blossom water (Optional), ½ teaspoon white vinegar","Preheat the oven to 250 degrees F (120 degrees C). Line a large baking sheet with parchment paper. Invert a small bowl onto the parchment paper and trace the rim with a pencil. Repeat twice more. Flip parchment paper over.
Beat egg whites in a large bowl with an electric mixer until soft peaks begin to form. Gradually add white sugar, with the mixer running. Whisk superfine sugar and cornstarch in a small bowl. Gradually beat into the meringue. Continue beating meringue until stiff, glossy peaks form. Beat in orange blossom water and vinegar.
Spoon meringue into the traced circles. Make the borders higher than the center, to leave room for the filling.
Bake meringues in the preheated oven until firm and dry to the touch, about 1 hour.
Meanwhile, make the lemon curd. Fill a medium saucepan with 1 inch of water and bring to a bare simmer.
Whisk lemon juice, lemon zest, sugar, egg yolks, and salt together in a glass bowl. Set the bowl over the simmering water. Cook, whisking constantly, until curd foams, then thickens, about 10 minutes. Remove the bowl from the simmering water. Gradually whisk in coconut oil until melted and incorporated.
Strain the curd through a fine-mesh sieve; discard solids left in the strainer. Press a sheet of plastic wrap directly onto the surface to prevent a skin from forming. Transfer to the refrigerator.
Turn off oven and keep meringues inside until completely dry, about 1 hour.
Combine heavy cream, confectioners' sugar, and orange blossom water in a bowl. Beat with an electric mixer until soft peaks form.
Spoon lemon curd into the center of the cooled meringues. Mound whipped cream over the curd. Arrange grapefruit, orange, and persimmon slices on top. Sprinkle pomegranate seeds over the top.",5,"Total Fat 49g 63%, Saturated Fat 32g 161%, Cholesterol 382mg 127%, Sodium 227mg 10%, Total Carbohydrate 133g 48%, Dietary Fiber 7g 26%, Total Sugars 111g, Protein 13g, Vitamin C 140mg 701%, Calcium 187mg 14%, Iron 3mg 17%, Potassium 592mg 13%","Prep Time: 30 mins, Cook Time: 1 hrs, Additional Time: 1 hrs, Total Time: 2 hrs 30 mins, Servings: 3, Yield: 3 pavlovas",https://www.allrecipes.com/thmb/VYFNwxZnUrmuhK2CL21ue7WFB_Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6007485-f9b711c631e6434ab3ea8f05388e5e36.jpg
68,Cranberry-Pomegranate Mimosa,vegan,https://www.allrecipes.com/recipe/276187/cranberry-pomegranate-mimosa/,5 mins,/Breakfast and Brunch/Drinks/,,5 mins,1,1 glass,"2 tablespoons white sugar, or as needed, 3  frozen cranberries, 1 fluid ounce cranberry-pomegranate juice (such as Ocean Spray®), 1 fluid ounce orange juice, 2 fluid ounces champagne","Fill a small plate with 1/4 inch of water. Pour sugar onto a second small plate, making a depth of 1/8 to 1/4 inch. Gently dip the rim of a champagne glass into the water. Raise the glass to allow excess water to drip off, then dip the rim into the sugar. Twist the glass to ensure the entire rim is coated. Discard remaining sugar.
Place cranberries in the bottom of the champagne glass. Add cranberry-pomegranate juice, orange juice, and champagne.",5,"Total Fat 0g 0%, Sodium 8mg 0%, Total Carbohydrate 34g 13%, Dietary Fiber 0g 1%, Total Sugars 28g, Protein 0g, Vitamin C 16mg 82%, Calcium 9mg 1%, Iron 0mg 2%, Potassium 126mg 3%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1, Yield: 1 glass",https://www.allrecipes.com/thmb/nI1gAqQ6w0uxQCiTaONbIvzUg-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7203217-5a073ae7a52f48b5a1e7d2127dc13115.jpg
69,Pomegranate Grenadine,vegan,https://www.allrecipes.com/recipe/237763/pomegranate-grenadine/,5 mins,/Side Dish/Sauces and Condiments/Syrup Recipes/,20 mins,55 mins,32,32 servings,"4 cups pomegranate juice, divided, 1 cup white sugar",Combine 3 cups pomegranate juice and sugar together in a saucepan; heat to 244 degrees F (118 degrees C) or until a small amount of mixture dropped into cold water forms a firm ball. Remove saucepan from heat and cover with a lid; let cool until pan is cool enough to touch. Stir remaining 1 cup pomegranate juice into mixture. Refrigerate.,5,"Sodium 1mg 0%, Total Carbohydrate 11g 4%, Total Sugars 11g, Calcium 0mg 0%, Potassium 0mg 0%","Prep Time: 5 mins, Cook Time: 20 mins, Additional Time: 30 mins, Total Time: 55 mins, Servings: 32, Yield: 32 servings",https://www.allrecipes.com/thmb/n4zz7VM_jeYXB5-oRLMSRtUGdoo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1172032-ef4749c216f744e6a644f3aef3597a1e.jpg
70,Holiday Pomegranate Mignonette,vegetarian,https://www.allrecipes.com/recipe/236576/holiday-pomegranate-mignonette/,10 mins,/Side Dish/Sauces and Condiments/Sauces/,,1 hrs 10 mins,4,4 servings,"3 tablespoons champagne vinegar, 1 tablespoon pomegranate juice, ½  shallot, minced, ½ teaspoon fresh cracked pepper, 1 pinch white sugar, 1 tablespoon pomegranate seeds","Whisk vinegar, pomegranate juice, shallot, pepper, and white sugar together in a bowl until sugar dissolves. Add pomegranate seeds, cover the bowl with plastic wrap, and refrigerate until chilled, about 1 hour.",5,"Sodium 2mg 0%, Total Carbohydrate 4g 1%, Dietary Fiber 0g 0%, Total Sugars 2g, Protein 0g, Vitamin C 1mg 4%, Calcium 4mg 0%, Iron 0mg 1%, Potassium 40mg 1%","Prep Time: 10 mins, Additional Time: 1 hrs, Total Time: 1 hrs 10 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/kFPiZkjgJ9Dtz8iOINCLwwZPJ60=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1670332-86a0fb143ab54ffbb760214f03850b72.jpg
71,Zesty Salad,vegetarian,https://www.allrecipes.com/recipe/254539/zesty-salad/,20 mins,/Salad/Vegetable Salad Recipes/,10 mins,40 mins,2,2 servings,"1 small potato, cut into cubes, ½ cup finely chopped cabbage, ¼ cup fresh pomegranate seeds , ½  carrot, cut into matchsticks, 1 tablespoon extra-virgin olive oil, 1 teaspoon lemon juice, 1 clove garlic, minced, ½ teaspoon salt, ¼ teaspoon brown sugar, ¼ teaspoon red pepper flakes","Place potato cubes into a small pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, 5 to 10 minutes. Drain and let cool, about 10 minutes.
Combine cooled potato, cabbage, pomegranate seeds, and carrot in a large bowl.
Whisk olive oil, lemon juice, garlic, salt, brown sugar, and red pepper flakes in a small bowl until well-mixed. Poured over potato mixture and toss to combine.",5,"Total Fat 3g 3%, Saturated Fat 0g 2%, Sodium 604mg 26%, Total Carbohydrate 23g 8%, Dietary Fiber 3g 11%, Total Sugars 7g, Protein 3g, Vitamin C 29mg 147%, Calcium 30mg 2%, Iron 1mg 6%, Potassium 527mg 11%","Prep Time: 20 mins, Cook Time: 10 mins, Additional Time: 10 mins, Total Time: 40 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/U0wx64azpKWCweeFrnSD7o3S2VI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4097292-cf076c14b8f44ab79027d9a0f6801810.jpg
72,"Quinoa Salad with Broccoli, Nuts, and Pomegranate",vegetarian,https://www.allrecipes.com/recipe/263464/quinoa-salad-with-broccoli-nuts-and-pomegranate/,15 mins,/Salad/Grains/,30 mins,45 mins,4,4 servings,"2 cups water, 1 cup quinoa, 1 cube vegetable bouillon, 2 cups broccoli florets, ½ cup finely diced red onion, ½ cup finely chopped Brazil nuts, 1 large pomegranate, seeded, 2 tablespoons olive oil, or to taste, 1 tablespoon balsamic vinegar, or to taste, 1 teaspoon honey, or to taste,   salt and ground black pepper to taste","Combine water, quinoa, and vegetable bouillon in a saucepan. Bring to a boil over medium-high heat. Reduce heat, cover, and simmer until quinoa has doubled in size and looks like transparent little pearls, 25 to 30 minutes.
Meanwhile, cook broccoli in boiling water until tender, 5 to 10 minutes. Drain and rinse under cold water.
Drain and rinse quinoa under cold water. Combine quinoa, broccoli, red onion, Brazil nuts, and pomegranate seeds in a large bowl. Drizzle with olive oil, vinegar, and honey and season with salt and pepper.",5,"Total Fat 22g 28%, Saturated Fat 6g 31%, Sodium 28mg 1%, Total Carbohydrate 48g 18%, Dietary Fiber 6g 22%, Total Sugars 16g, Protein 11g, Vitamin C 47mg 235%, Calcium 53mg 4%, Iron 3mg 19%, Potassium 604mg 13%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/LH6nPV5zy2m6ulgl8nV0FXu5hfg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8824289-cc5dd4da2a2347039c18a0d0b6648304.jpg
73,Fuyu Persimmon Pie,vegetarian,https://www.allrecipes.com/recipe/268441/fuyu-persimmon-pie/,20 mins,/Desserts/Pies/Fruit Pies/,1 hrs 10 mins,3 hrs 30 mins,10,1 9-inch pie,"½ cup unsalted butter, 3 tablespoons all-purpose flour, ½ cup white sugar, ½ cup packed brown sugar, ¼ cup lemon juice, 1 teaspoon ground cinnamon, 1 (14.1 ounce) package 9-inch pie crusts, 3 pounds Fuyu persimmons - peeled, cored, and sliced, 1 tablespoon cinnamon sugar, or to taste","Preheat the oven to 425 degrees F (220 degrees C).
Melt butter in a saucepan. Stir in flour to form a paste. Add white sugar, brown sugar, lemon juice, and cinnamon; bring to a boil. Reduce heat and simmer until sugar is dissolved.
Line a 9-inch pie plate with 1 crust. Fill with sliced persimmons, mounding them slightly in the center. Pour sugar-butter mixture over the persimmons.
Sprinkle cinnamon sugar over the second pie crust. Cut into strips. Make an X with the 2 longest strips in the center of the pie. Alternate horizontal and vertical strips, weaving them in an over-and-under pattern. Use the shortest strips for the edges of the lattice.
Bake in the preheated oven for 15 minutes. Reduce oven temperature to 350 degrees F (175 degrees C). Continue baking until crust is golden brown, about 45 minutes more. Cool pie completely on a wire rack, about 2 hours.",4.8,"Total Fat 22g 28%, Saturated Fat 9g 45%, Cholesterol 24mg 8%, Sodium 199mg 9%, Total Carbohydrate 87g 32%, Dietary Fiber 4g 13%, Total Sugars 21g, Protein 4g, Vitamin C 93mg 464%, Calcium 55mg 4%, Iron 5mg 26%, Potassium 474mg 10%","Prep Time: 20 mins, Cook Time: 1 hrs 10 mins, Additional Time: 2 hrs, Total Time: 3 hrs 30 mins, Servings: 10, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/zgr0dp_79JlBNIiS-WW6eOG9NHc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9428298-05c1b85229454490b2224657aa97b4ce.jpg
74,Banana and Persimmon Cinnamon Muffins,vegetarian,https://www.allrecipes.com/recipe/239997/banana-and-persimmon-cinnamon-muffins/,20 mins,/Bread/Quick Bread Recipes/Muffin Recipes/Banana Muffin Recipes/,20 mins,40 mins,6,6 muffins,"2  ripe bananas, peeled, 1  Hachiya persimmon, peeled, ¾ cup white sugar, ⅓ cup coconut oil, melted, 1  egg, 2 teaspoons vanilla extract, 1 ½ cups all-purpose flour, 1 ½ teaspoons baking powder, ½ teaspoon salt, 1 tablespoon white sugar, 1 ½ teaspoons ground cinnamon","Preheat oven to 375 degrees F (190 degrees C). Line 6 muffin cups with paper liners.
Mash bananas and persimmon together in the bowl of a stand mixer. Add 3/4 cup sugar, coconut oil, egg, and vanilla extract, 1 at a time, mixing well after each addition.
Sift flour, baking powder, and salt together in a separate bowl. Stir flour mixture into banana mixture using a spoon just until batter is combined. Fill each muffin cup 3/4-full with batter.
Mix 1 tablespoon sugar and cinnamon together in a bowl; sprinkle over batter.
Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean, 18 to 23 minutes.",4.8,"Total Fat 13g 17%, Saturated Fat 11g 57%, Cholesterol 31mg 10%, Sodium 328mg 14%, Total Carbohydrate 62g 22%, Dietary Fiber 2g 8%, Total Sugars 33g, Protein 5g, Vitamin C 6mg 31%, Calcium 81mg 6%, Iron 2mg 11%, Potassium 170mg 4%","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 6, Yield: 6 muffins",https://www.allrecipes.com/thmb/hJpgUtFhTWbu8nyFti-vBwzIkPM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1637160-de85b06d237b4e309f6123fcd8bf6756.jpg
75,Butternut Squash Soup with Persimmon,vegetarian,https://www.allrecipes.com/recipe/261408/butternut-squash-soup-with-persimmon/,15 mins,/Soup Recipes/Vegetable Soup Recipes/Squash Soup Recipes/Butternut Squash Soup Recipes/,40 mins,55 mins,6,6 servings,"2 tablespoons olive oil, 1  onion, finely chopped, 2  carrots, peeled and cubed, 1  bay leaf, 2 pounds butternut squash- peeled, seeded and cubed, ½ cup dry white wine, 4 cups chicken broth, 2  persimmons, diced, 1 tablespoon white wine vinegar, 1 pinch salt and freshly ground black pepper to taste","Heat olive oil in a large pot over medium heat and cook onion until soft and translucent, about 5 minutes. Add carrots and bay leaf and cook an additional 5 minutes. Add butternut squash and keep cooking, 5 more minutes.
Pour white wine into the pot and allow to evaporate. Add chicken broth, bring to a boil, and add persimmons. Cover and simmer until squash is soft, about 20 minutes. Remove bay leaf and puree with an immersion blender until smooth. Season with vinegar, salt, and pepper.",5,"Total Fat 5g 7%, Saturated Fat 1g 4%, Cholesterol 4mg 1%, Sodium 817mg 36%, Total Carbohydrate 26g 10%, Dietary Fiber 4g 15%, Total Sugars 6g, Protein 3g, Vitamin C 41mg 204%, Calcium 89mg 7%, Iron 2mg 8%, Potassium 659mg 14%","Prep Time: 15 mins, Cook Time: 40 mins, Total Time: 55 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/7POmkH0d-ybXYnJgzO4n4ONlEZY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4579320-13608da7bfb945edad0ee66b62e861f3.jpg
